hum,windspeed,temp_c,feels_like_c,casual,registered,year,month,day,dayofweek,season_1,season_2,season_3,season_4,hr_0,hr_1,hr_2,hr_3,hr_4,hr_5,hr_6,hr_7,hr_8,hr_9,hr_10,hr_11,hr_12,hr_13,hr_14,hr_15,hr_16,hr_17,hr_18,hr_19,hr_20,hr_21,hr_22,hr_23,holiday_0,holiday_1,workingday_0,workingday_1,weathersit_1,weathersit_2,weathersit_3,weathersit_4,total_count
0.43,0.10526315789473684,0.6122448979591837,0.6212,51,170,2012,3,28,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,221
0.6,0.2631578947368421,0.5918367346938775,0.6061000000000001,72,532,2012,3,28,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,604
0.6,0.2631578947368421,0.5918367346938775,0.6061000000000001,61,580,2012,3,28,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,641
0.56,0.22807017543859648,0.5918367346938775,0.6212,41,415,2012,3,28,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,456
0.56,0.3508771929824561,0.5918367346938775,0.6212,38,324,2012,3,28,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,362
0.6,0.2982456140350877,0.5714285714285715,0.5455000000000001,28,233,2012,3,28,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,261
0.64,0.15789473684210525,0.5510204081632654,0.5303,21,151,2012,3,28,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,172
0.68,0.15789473684210525,0.5306122448979592,0.5152,12,81,2012,3,28,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,93
0.68,0.22807017543859648,0.5306122448979592,0.5152,10,38,2012,3,29,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,48
0.6,0.15789473684210525,0.5510204081632654,0.5303,15,18,2012,3,29,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,33
0.28,0.3508771929824561,0.5918367346938775,0.6061000000000001,0,6,2012,3,29,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,6
0.28,0.2982456140350877,0.5714285714285715,0.5455000000000001,1,4,2012,3,29,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,5
0.36,0.2982456140350877,0.5102040816326531,0.5,1,8,2012,3,29,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,9
0.45,0.2631578947368421,0.4897959183673469,0.4848,2,30,2012,3,29,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,32
0.59,0.2982456140350877,0.44897959183673464,0.4545,3,114,2012,3,29,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,117
0.51,0.42105263157894735,0.44897959183673464,0.4545,14,353,2012,3,29,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,367
0.47,0.49122807017543857,0.44897959183673464,0.4545,26,628,2012,3,29,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,654
0.48,0.49122807017543857,0.4693877551020408,0.4697,22,299,2012,3,29,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,321
0.47,0.5263157894736842,0.44897959183673464,0.4545,42,124,2012,3,29,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,166
0.45,0.49122807017543857,0.4897959183673469,0.4848,54,166,2012,3,29,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,220
0.42,0.5789473684210527,0.4897959183673469,0.4848,64,228,2012,3,29,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,292
0.44,0.38596491228070173,0.44897959183673464,0.4545,50,223,2012,3,29,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,273
0.42,0.42105263157894735,0.4897959183673469,0.4848,63,175,2012,3,29,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,238
0.39,0.42105263157894735,0.5102040816326531,0.5,109,198,2012,3,29,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,307
0.36,0.38596491228070173,0.5102040816326531,0.5,67,321,2012,3,29,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,388
0.38,0.45614035087719296,0.5102040816326531,0.5,83,620,2012,3,29,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,703
0.39,0.3508771929824561,0.4897959183673469,0.4848,83,598,2012,3,29,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,681
0.39,0.3333333333333333,0.4693877551020408,0.4697,47,421,2012,3,29,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,468
0.38,0.3508771929824561,0.44897959183673464,0.4545,34,301,2012,3,29,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,335
0.44,0.3333333333333333,0.4285714285714286,0.4394,10,214,2012,3,29,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,224
0.44,0.3333333333333333,0.40816326530612246,0.4242,17,135,2012,3,29,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,152
0.47,0.3508771929824561,0.40816326530612246,0.4242,17,77,2012,3,29,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,94
0.47,0.3508771929824561,0.3877551020408163,0.4091,10,49,2012,3,30,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,59
0.5,0.3333333333333333,0.36734693877551017,0.39390000000000003,6,21,2012,3,30,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,27
0.53,0.3508771929824561,0.3469387755102041,0.33330000000000004,1,6,2012,3,30,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,7
0.61,0.15789473684210525,0.326530612244898,0.33330000000000004,0,7,2012,3,30,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,7
0.53,0.10526315789473684,0.326530612244898,0.34850000000000003,1,1,2012,3,30,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2
0.61,0.10526315789473684,0.30612244897959184,0.33330000000000004,0,26,2012,3,30,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,26
0.57,0.15789473684210525,0.30612244897959184,0.33330000000000004,5,81,2012,3,30,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,86
0.57,0.19298245614035087,0.30612244897959184,0.31820000000000004,9,280,2012,3,30,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,289
0.66,0.19298245614035087,0.30612244897959184,0.31820000000000004,38,555,2012,3,30,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,593
0.57,0.19298245614035087,0.326530612244898,0.33330000000000004,29,292,2012,3,30,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,321
0.57,0.12280701754385964,0.3469387755102041,0.36360000000000003,50,137,2012,3,30,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,187
0.53,0.0,0.3469387755102041,0.3788,48,153,2012,3,30,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,201
0.54,0.0,0.36734693877551017,0.39390000000000003,62,208,2012,3,30,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,270
0.5,0.0,0.3877551020408163,0.4091,44,198,2012,3,30,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,242
0.54,0.0,0.3877551020408163,0.4091,56,173,2012,3,30,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,229
0.54,0.0,0.40816326530612246,0.4242,73,207,2012,3,30,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,280
0.62,0.3333333333333333,0.3877551020408163,0.4091,75,292,2012,3,30,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,367
0.62,0.2631578947368421,0.3877551020408163,0.4091,93,513,2012,3,30,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,606
0.54,0.22807017543859648,0.40816326530612246,0.4242,68,492,2012,3,30,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,560
0.62,0.2631578947368421,0.3877551020408163,0.4091,42,353,2012,3,30,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,395
0.62,0.19298245614035087,0.3877551020408163,0.4091,17,192,2012,3,30,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,209
0.66,0.15789473684210525,0.36734693877551017,0.39390000000000003,30,190,2012,3,30,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,220
0.71,0.19298245614035087,0.3469387755102041,0.34850000000000003,23,130,2012,3,30,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,153
0.71,0.0,0.3469387755102041,0.3788,16,107,2012,3,30,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,123
0.82,0.22807017543859648,0.36734693877551017,0.39390000000000003,12,80,2012,3,31,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,92
0.76,0.22807017543859648,0.3877551020408163,0.4091,17,65,2012,3,31,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,82
0.77,0.2982456140350877,0.40816326530612246,0.4242,14,55,2012,3,31,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,69
0.82,0.2982456140350877,0.3877551020408163,0.4091,10,21,2012,3,31,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,31
0.77,0.49122807017543857,0.40816326530612246,0.4242,4,4,2012,3,31,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,8
0.82,0.2631578947368421,0.3877551020408163,0.4091,0,5,2012,3,31,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,5
0.87,0.19298245614035087,0.3469387755102041,0.34850000000000003,7,16,2012,3,31,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,23
0.87,0.19298245614035087,0.3469387755102041,0.34850000000000003,5,39,2012,3,31,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,44
0.87,0.22807017543859648,0.3469387755102041,0.34850000000000003,19,126,2012,3,31,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,145
0.76,0.22807017543859648,0.3877551020408163,0.4091,62,161,2012,3,31,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,223
0.76,0.15789473684210525,0.3877551020408163,0.4091,108,205,2012,3,31,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,313
0.72,0.15789473684210525,0.44897959183673464,0.4545,184,279,2012,3,31,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,463
0.67,0.0,0.4693877551020408,0.4697,263,358,2012,3,31,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,621
0.6,0.15789473684210525,0.5306122448979592,0.5152,265,373,2012,3,31,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,638
0.63,0.2982456140350877,0.4897959183673469,0.4848,240,311,2012,3,31,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,551
0.59,0.3333333333333333,0.5102040816326531,0.5,275,330,2012,3,31,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,605
0.63,0.3508771929824561,0.4897959183673469,0.4848,243,292,2012,3,31,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,535
0.67,0.49122807017543857,0.4693877551020408,0.4697,238,305,2012,3,31,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,543
0.72,0.5438596491228069,0.4285714285714286,0.4394,102,239,2012,3,31,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,341
0.71,0.5263157894736842,0.40816326530612246,0.4242,93,191,2012,3,31,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,284
0.71,0.38596491228070173,0.3877551020408163,0.4091,52,156,2012,3,31,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,208
0.71,0.38596491228070173,0.3877551020408163,0.4091,36,107,2012,3,31,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,143
0.71,0.2982456140350877,0.36734693877551017,0.39390000000000003,40,116,2012,3,31,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,156
0.76,0.3333333333333333,0.3469387755102041,0.33330000000000004,12,100,2012,3,31,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,112
0.76,0.2982456140350877,0.3469387755102041,0.33330000000000004,8,59,2012,4,1,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,67
0.76,0.19298245614035087,0.3469387755102041,0.34850000000000003,13,49,2012,4,1,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,62
0.76,0.19298245614035087,0.3469387755102041,0.34850000000000003,20,61,2012,4,1,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,81
0.81,0.15789473684210525,0.326530612244898,0.33330000000000004,4,21,2012,4,1,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,25
0.81,0.10526315789473684,0.326530612244898,0.34850000000000003,3,9,2012,4,1,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,12
0.81,0.10526315789473684,0.326530612244898,0.34850000000000003,8,10,2012,4,1,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,18
0.76,0.15789473684210525,0.3469387755102041,0.34850000000000003,9,88,2012,4,1,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,97
0.71,0.15789473684210525,0.3469387755102041,0.34850000000000003,29,55,2012,4,1,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,84
0.76,0.10526315789473684,0.3469387755102041,0.36360000000000003,37,88,2012,4,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,125
0.81,0.15789473684210525,0.3469387755102041,0.34850000000000003,102,173,2012,4,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,275
0.71,0.12280701754385964,0.3877551020408163,0.4091,132,228,2012,4,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,360
0.71,0.22807017543859648,0.3877551020408163,0.4091,180,271,2012,4,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,451
0.67,0.2631578947368421,0.40816326530612246,0.4242,187,258,2012,4,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,445
0.62,0.22807017543859648,0.4285714285714286,0.4394,190,274,2012,4,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,464
0.55,0.2631578947368421,0.4693877551020408,0.4697,283,278,2012,4,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,561
0.55,0.2982456140350877,0.4897959183673469,0.4848,295,278,2012,4,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,573
0.52,0.2982456140350877,0.5102040816326531,0.5,236,275,2012,4,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,511
0.55,0.3333333333333333,0.5102040816326531,0.5,232,323,2012,4,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,555
0.52,0.3508771929824561,0.5102040816326531,0.5,153,279,2012,4,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,432
0.55,0.2631578947368421,0.5102040816326531,0.5,110,236,2012,4,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,346
0.59,0.2631578947368421,0.4897959183673469,0.4848,66,166,2012,4,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,232
0.59,0.19298245614035087,0.4897959183673469,0.4848,33,101,2012,4,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,134
0.63,0.12280701754385964,0.4897959183673469,0.4848,7,61,2012,4,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,68
0.72,0.0,0.44897959183673464,0.4545,10,53,2012,4,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,63
0.82,0.12280701754385964,0.4285714285714286,0.4394,6,11,2012,4,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,17
0.88,0.10526315789473684,0.40816326530612246,0.4242,0,5,2012,4,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5
0.94,0.15789473684210525,0.4285714285714286,0.4394,2,3,2012,4,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5
0.76,0.5789473684210527,0.3877551020408163,0.4091,2,2,2012,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4
0.76,0.5789473684210527,0.3877551020408163,0.4091,2,22,2012,4,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,24
0.71,0.5438596491228069,0.3469387755102041,0.31820000000000004,6,104,2012,4,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,110
0.66,0.45614035087719296,0.326530612244898,0.303,12,294,2012,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,306
0.57,0.38596491228070173,0.3469387755102041,0.33330000000000004,36,553,2012,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,589
0.54,0.42105263157894735,0.36734693877551017,0.39390000000000003,52,265,2012,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,317
0.5,0.6140350877192982,0.3877551020408163,0.4091,85,119,2012,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,204
0.47,0.5263157894736842,0.40816326530612246,0.4242,81,128,2012,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,209
0.44,0.5263157894736842,0.4285714285714286,0.4394,100,181,2012,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,281
0.36,0.3508771929824561,0.44897959183673464,0.4545,97,184,2012,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,281
0.31,0.49122807017543857,0.44897959183673464,0.4545,127,141,2012,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,268
0.33,0.49122807017543857,0.4693877551020408,0.4697,132,192,2012,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,324
